user_id,churned,days_since_last_trip,days_since_last_session,trips_last_7d,trips_last_30d,trips_last_60d,trips_last_90d,monetary_total,monetary_avg,trips_lifetime,monetary_last_30d,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preferred_payment_encoded,avg_driver_rating_received,session_last_30d,session_last_60d,avg_time_on_app,avg_pages_visited,session_conversation_rate,engagement_score,account_age_days,activity_trend_30d,unique_active_days,was_referred,avg_rating_given,loyalty_encoded,city_encoded
R00881,0,28,0.0,0,1,3,3,382.83,19.14,20,11.88,2,2,3,2.33,30.2,16.21,1.09,0.6,0.55,0.4,0.15,0,4.075,8.0,8.0,69.0,2.25,0.25,5.05,211,-0.33,19,0,5.0,3,1
R00882,0,17,0.0,0,2,3,4,460.37,18.41,25,35.26,2,3,4,3.0,25.72,15.11,1.16,0.24,0.48,0.32,0.12,0,4.064,3.0,3.0,24.67,1.33,0.33,3.52,407,0.5,24,0,4.7,1,1
R00883,0,7,0.0,0,2,3,4,452.91,25.16,18,107.542,4,3,4,3.67,31.83,16.39,1.31,0.17,0.72,0.17,0.22,0,4.144,6.0,6.0,86.17,2.33,0.0,5.31,682,0.5,17,0,4.7,1,1
R00884,0,11,0.0,0,2,2,4,460.67,18.43,25,25.04,3,3,5,3.67,33.8,15.71,1.1,0.36,0.56,0.4,0.16,0,4.036,6.0,6.0,41.0,2.83,0.0,4.76,322,2.0,24,1,4.4,0,1
R00885,0,10,0.0,0,1,3,3,363.02,19.11,19,17.415999999999997,3,2,3,2.67,29.63,15.86,1.15,0.47,0.26,0.16,0.26,0,4.284,2.0,2.0,23.5,2.0,0.0,3.87,677,-0.33,19,0,5.0,0,2
R00886,0,17,0.0,0,2,6,7,487.0,21.17,23,48.064,2,3,5,3.33,23.0,16.36,1.2,0.48,0.3,0.17,0.17,0,4.113,4.0,4.0,15.75,2.0,0.0,3.48,720,-0.4,22,0,4.0,0,0
R00887,0,12,0.0,0,3,3,6,412.54,21.71,19,46.035000000000004,3,4,4,3.67,30.89,16.83,1.22,0.53,0.63,0.16,0.26,0,4.063,4.0,4.0,314.0,2.5,0.5,6.67,170,3.0,19,0,5.0,3,1
R00888,0,26,0.0,0,2,3,4,309.08,22.08,14,14.27,2,3,2,2.33,32.79,17.69,1.16,0.36,0.14,0.43,0.29,0,4.179,5.0,5.0,36.8,3.2,0.2,4.78,700,0.5,14,0,4.7,0,2
R00889,0,1,0.0,1,1,1,3,423.32,18.41,23,9.65,5,2,4,3.67,28.87,15.31,1.16,0.26,0.13,0.09,0.3,0,4.3,4.0,4.0,37.25,3.25,0.0,4.8,338,1.0,23,1,4.2,1,0
R00890,0,64,0.0,0,0,0,2,309.76,15.49,20,0.0,1,1,2,1.33,33.35,14.04,1.04,0.35,0.25,0.35,0.05,0,4.425,8.0,8.0,30.88,3.0,0.25,4.54,584,0.0,19,1,4.1,0,2
R00891,0,4,0.0,1,3,5,9,551.38,20.42,27,52.448,5,4,5,4.67,28.78,16.6,1.14,0.11,0.3,0.26,0.22,0,4.193,8.0,8.0,76.12,2.25,0.12,5.15,370,0.33,26,0,4.8,0,0
R00892,1,4,0.0,2,4,5,8,307.03,16.16,19,52.25,5,5,2,4.0,27.95,14.89,1.06,0.37,0.16,0.26,0.11,0,4.247,2.0,2.0,384.5,2.0,0.5,6.65,318,1.5,18,0,4.9,0,2
R00895,0,26,0.0,0,1,1,3,487.54,18.75,26,13.05,2,2,5,3.0,34.81,14.72,1.2,0.38,0.19,0.31,0.35,0,4.042,4.0,4.0,51.25,2.25,0.0,4.76,496,1.0,23,1,3.6,0,0
R00896,0,37,0.0,0,0,2,3,410.18,18.64,22,0.0,1,1,4,2.0,28.59,16.43,1.09,0.18,0.14,0.27,0.18,0,4.186,4.0,4.0,14.5,3.75,0.0,4.01,97,-0.67,21,1,4.7,0,0
R00897,1,54,0.0,0,0,1,2,278.51,17.41,16,0.0,1,1,1,1.0,28.06,14.48,1.14,0.31,0.25,0.19,0.31,0,4.338,2.0,2.0,72.0,3.5,0.0,5.53,461,-0.5,16,1,4.3,0,0
R00898,0,2,0.0,1,1,2,5,264.03,16.5,16,19.81,5,2,1,2.67,28.31,14.19,1.12,0.19,0.06,0.12,0.19,0,4.05,6.0,6.0,28.17,3.83,0.17,4.69,320,0.0,16,0,4.2,0,0
R00899,0,72,0.0,0,0,0,1,321.02,21.4,15,0.0,1,1,2,1.33,26.4,17.04,1.19,0.27,0.27,0.47,0.27,0,4.107,7.0,7.0,75.43,3.71,0.0,5.64,115,0.0,15,0,5.0,0,0
R00900,0,4,0.0,1,3,8,9,581.38,23.26,25,34.2,5,4,5,4.67,34.4,17.86,1.17,0.28,0.36,0.2,0.24,0,4.008,6.0,6.0,296.67,2.83,0.33,6.73,439,-0.33,24,0,4.0,0,0
R00901,1,25,0.0,0,2,2,4,515.39,20.62,25,21.62,2,3,5,3.33,31.6,16.36,1.14,0.24,0.36,0.32,0.28,0,4.284,7.0,7.0,32.86,3.0,0.0,4.6,262,2.0,23,0,4.9,0,1
R00902,0,29,0.0,0,1,2,2,399.32,23.49,17,31.837,2,2,4,2.67,39.41,16.3,1.32,0.29,0.24,0.41,0.29,0,3.965,8.0,8.0,132.0,3.12,0.12,6.02,108,0.0,17,0,4.0,1,2
R00903,0,48,0.0,0,0,3,7,482.37,18.55,26,0.0,1,1,5,2.33,35.08,15.14,1.12,0.69,0.31,0.31,0.19,0,4.369,4.0,4.0,28.0,1.5,0.0,3.76,164,-0.75,23,0,3.9,2,2
R00904,0,14,0.0,0,2,4,4,351.57,18.5,19,33.4,3,3,3,3.0,36.11,15.85,1.1,0.32,0.16,0.26,0.11,0,4.295,1.0,1.0,33.0,5.0,0.0,5.11,150,0.0,19,1,4.9,0,0
R00905,1,8,0.0,0,4,5,9,471.57,20.5,23,58.084,4,5,5,4.67,26.83,16.63,1.15,0.09,0.22,0.26,0.35,0,4.087,6.0,6.0,30.33,1.33,0.17,3.72,311,1.5,23,0,5.0,0,0
R00906,0,56,0.0,0,0,2,7,454.29,18.93,24,0.0,1,1,4,2.0,36.12,15.12,1.17,0.54,0.54,0.46,0.33,0,4.079,8.0,8.0,21.75,2.62,0.25,4.06,420,-0.67,23,1,4.7,2,1
R00907,0,26,0.0,0,1,3,3,444.0,24.67,18,7.6,2,2,4,2.67,39.44,17.33,1.26,0.39,0.56,0.17,0.22,0,4.122,7.0,7.0,57.0,3.0,0.14,5.15,713,-0.33,18,0,4.7,1,1
R00908,0,8,0.0,0,2,3,8,689.98,23.79,29,27.701999999999998,4,3,5,4.0,39.69,18.12,1.2,0.21,0.48,0.31,0.14,0,4.407,3.0,3.0,14.0,2.0,0.0,3.37,203,0.5,29,1,5.0,0,1
R00909,0,0,0.0,1,3,3,7,367.42,20.41,18,54.903999999999996,5,4,3,4.0,33.33,16.14,1.17,0.28,0.22,0.22,0.28,0,4.317,2.0,2.0,68.0,4.0,0.0,5.61,445,3.0,18,0,5.0,0,0
R00910,0,3,0.0,1,1,1,5,442.16,20.1,22,12.28,5,2,4,3.67,31.95,15.72,1.25,0.23,0.41,0.5,0.27,0,4.145,5.0,5.0,52.0,2.2,0.0,4.75,177,1.0,21,1,4.6,0,2
R00912,0,1,0.0,1,2,4,4,313.97,16.52,19,37.751999999999995,5,3,2,3.33,30.79,13.72,1.12,0.53,0.58,0.37,0.26,0,4.142,4.0,4.0,68.25,1.75,0.25,4.79,689,0.0,19,0,3.8,1,0
R00913,0,18,0.0,0,2,4,7,394.88,17.17,23,25.2,2,3,3,2.67,32.35,15.23,1.09,0.48,0.26,0.43,0.17,0,4.33,3.0,3.0,55.67,4.0,0.67,5.41,568,0.0,22,1,4.7,3,0
R00914,0,11,0.0,0,6,6,8,213.09,16.39,13,95.348,3,5,1,3.0,32.62,15.46,1.06,0.15,0.38,0.23,0.0,0,4.431,4.0,4.0,169.25,2.5,0.25,6.05,83,6.0,13,1,4.9,1,1
R00915,0,23,0.0,0,1,4,5,298.66,18.67,16,11.71,2,2,2,2.0,27.75,15.31,1.11,0.38,0.19,0.19,0.12,0,4.188,4.0,4.0,151.75,3.0,0.0,6.12,287,-0.5,16,0,5.0,0,0
R00916,0,5,0.0,1,2,8,10,381.93,18.19,21,29.58,4,3,3,3.33,37.05,14.83,1.15,0.33,0.24,0.29,0.19,0,4.148,6.0,6.0,66.17,2.83,0.0,5.24,333,-0.57,21,0,4.9,0,2
R00917,0,21,0.0,0,1,6,7,258.64,16.17,16,11.649,2,2,1,1.67,36.81,13.45,1.14,0.19,0.62,0.12,0.12,0,4.037,3.0,3.0,79.33,2.0,0.33,5.07,236,-0.67,15,0,4.7,0,1
R00918,0,43,0.0,0,0,2,5,392.93,20.68,19,0.0,1,1,3,1.67,38.79,15.64,1.22,0.21,0.21,0.42,0.26,0,4.174,8.0,8.0,72.38,2.12,0.12,5.04,642,-0.67,17,0,4.7,0,2
R00919,0,16,0.0,0,1,4,4,378.2,18.91,20,24.435,3,2,3,2.67,30.75,15.66,1.14,0.35,0.35,0.25,0.2,0,4.11,6.0,6.0,57.67,2.33,0.17,4.91,208,-0.5,20,0,4.2,0,1
R00921,0,1,0.0,1,1,3,4,294.57,17.33,17,6.31,5,2,2,3.0,30.65,14.76,1.12,0.18,0.12,0.35,0.24,0,4.194,3.0,3.0,90.0,2.67,0.0,5.49,147,-0.33,17,0,5.0,1,0
R00922,0,2,0.0,1,2,4,5,269.33,15.84,17,64.0,5,3,1,3.0,30.53,14.47,1.05,0.24,0.18,0.29,0.18,0,4.165,6.0,6.0,22.5,2.33,0.5,3.98,550,0.0,17,0,4.5,0,0
R00923,0,20,0.0,0,1,5,5,421.35,16.85,25,14.716,2,2,4,2.67,27.92,14.38,1.08,0.52,0.36,0.36,0.16,0,4.452,5.0,5.0,65.0,2.6,0.2,5.14,493,-0.6,25,0,3.7,2,1
R00924,0,7,0.0,0,1,1,3,356.07,20.95,17,18.502,4,2,3,3.0,29.0,15.99,1.21,0.29,0.06,0.24,0.24,0,4.035,3.0,3.0,139.67,1.67,0.0,5.46,91,1.0,17,1,4.4,0,2
R00925,0,19,0.0,0,2,6,8,376.43,18.82,20,36.57599999999999,2,3,3,2.67,27.35,15.02,1.14,0.4,0.55,0.15,0.2,0,4.07,2.0,2.0,56.5,3.0,0.0,5.14,354,-0.4,19,0,4.6,1,1
R00927,0,5,0.0,1,5,6,8,510.47,22.19,23,122.48599999999999,4,5,5,4.67,30.65,17.79,1.16,0.35,0.26,0.3,0.26,0,4.309,2.0,2.0,90.0,1.0,0.5,4.51,65,2.0,23,0,4.4,0,0
R00929,0,12,0.0,0,2,3,8,557.09,22.28,25,45.022999999999996,3,3,5,3.67,32.04,17.15,1.23,0.28,0.36,0.2,0.32,0,4.256,7.0,7.0,66.43,1.71,0.0,4.74,623,0.5,22,1,4.9,0,1
R00930,0,4,0.0,1,1,1,2,343.21,19.07,18,11.51,5,2,2,3.0,28.17,15.88,1.11,0.5,0.28,0.28,0.11,0,4.428,6.0,6.0,24.83,3.33,0.5,4.43,713,1.0,18,0,4.4,2,2
R00931,0,25,0.0,0,1,2,3,234.57,15.64,15,13.4,2,2,1,1.67,31.73,14.46,1.05,0.07,0.47,0.27,0.07,0,3.86,6.0,6.0,70.67,1.5,0.17,4.67,427,0.0,15,0,4.3,0,1
R00932,0,8,0.0,0,2,4,6,377.37,17.97,21,48.199,4,3,3,3.33,30.57,15.26,1.1,0.43,0.43,0.52,0.19,0,4.124,2.0,2.0,148.5,2.0,0.5,5.7,415,0.0,21,1,3.9,0,1
R00933,0,10,0.0,0,2,3,3,334.8,20.93,16,55.88600000000001,3,3,2,2.67,33.81,15.64,1.24,0.19,0.44,0.31,0.25,0,4.162,5.0,5.0,99.0,1.6,0.0,5.07,573,0.5,16,1,4.3,0,0
R00934,0,30,0.0,0,0,2,6,389.82,18.56,21,0.0,1,1,3,1.67,36.19,15.38,1.13,0.19,0.19,0.29,0.24,0,4.2,4.0,4.0,105.0,3.25,0.0,5.84,113,-0.67,20,0,5.0,0,2
R00935,0,3,0.0,1,3,4,8,333.69,15.89,21,46.19,5,4,2,3.67,31.71,13.4,1.16,0.29,0.19,0.38,0.24,0,4.048,6.0,6.0,78.5,2.17,0.0,5.14,350,1.0,21,1,4.4,0,2
R00936,1,17,0.0,0,1,5,5,419.37,17.47,24,12.13,2,2,4,2.67,36.71,15.48,1.09,0.25,0.33,0.38,0.04,0,3.938,5.0,5.0,35.0,2.8,0.0,4.6,284,-0.6,24,1,5.0,1,2
R00937,0,12,0.0,0,2,3,5,267.67,16.73,16,24.660000000000004,3,3,1,2.33,32.0,14.72,1.1,0.44,0.31,0.31,0.25,0,4.244,2.0,2.0,15.5,2.5,0.0,3.68,264,0.5,15,1,4.6,1,0
R00938,0,6,0.0,1,3,3,5,327.98,19.29,17,64.65,4,4,2,3.33,30.65,17.02,1.08,0.29,0.18,0.47,0.06,0,4.065,8.0,8.0,305.0,3.0,0.12,6.82,314,3.0,17,0,4.7,0,2
R00939,0,39,0.0,0,0,2,3,470.08,27.65,17,0.0,1,1,5,2.33,38.76,18.56,1.34,0.24,0.47,0.12,0.24,0,4.088,8.0,8.0,81.62,3.38,0.12,5.62,310,-0.67,17,0,4.8,0,1
R00940,0,1,0.0,2,3,5,7,387.89,17.63,22,45.81,5,4,3,4.0,33.68,14.98,1.12,0.5,0.23,0.14,0.18,0,4.1,4.0,4.0,26.5,3.5,1.0,4.54,713,0.33,22,0,4.9,2,2
R00941,0,1,0.0,2,3,4,7,590.81,19.69,30,35.64,5,4,5,4.67,34.33,15.24,1.19,0.2,0.23,0.23,0.27,0,4.257,8.0,8.0,51.0,2.0,0.0,4.63,331,1.0,28,0,4.2,0,2
R00942,0,9,0.0,0,1,2,3,302.1,20.14,15,14.634,4,2,2,2.67,32.73,15.7,1.13,0.73,0.27,0.4,0.2,0,4.347,10.0,10.0,381.4,2.9,0.3,7.01,256,0.0,15,0,4.4,2,2
R00943,0,24,0.0,0,1,4,5,308.09,14.67,21,13.25,2,2,2,2.0,30.0,13.48,1.04,0.33,0.33,0.43,0.1,0,4.286,3.0,3.0,96.33,1.33,0.0,4.86,139,-0.5,21,0,4.9,1,2
R00944,0,39,0.0,0,0,3,3,368.27,17.54,21,0.0,1,1,3,1.67,26.14,14.59,1.11,0.57,0.19,0.19,0.33,0,4.105,5.0,5.0,23.4,3.4,0.4,4.39,283,-0.75,21,0,4.7,2,2
R00945,0,1,0.0,1,1,2,4,455.94,19.82,23,17.98,5,2,4,3.67,33.57,15.33,1.14,0.74,0.48,0.3,0.0,0,4.343,7.0,7.0,10.43,2.71,0.29,3.38,415,0.0,22,0,4.6,2,1
R00946,0,31,0.0,0,0,1,3,459.92,23.0,20,0.0,1,1,4,2.0,32.65,17.12,1.27,0.4,0.55,0.25,0.25,0,4.18,4.0,4.0,26.75,3.25,0.25,4.48,67,-0.5,20,0,4.7,0,1
R00947,0,7,0.0,0,4,5,6,464.59,17.87,26,82.495,4,5,5,4.67,27.88,15.15,1.1,0.54,0.19,0.23,0.19,0,4.085,6.0,6.0,109.17,2.17,0.5,5.47,78,1.5,25,1,5.0,2,0
R00948,0,6,0.0,1,2,3,4,418.05,17.42,24,38.47,4,3,4,3.67,34.38,16.21,1.05,0.25,0.42,0.33,0.21,0,4.262,4.0,4.0,96.25,2.75,0.0,5.58,125,0.5,23,0,4.6,1,1
R00949,0,7,0.0,0,2,6,8,427.79,19.44,22,42.452,4,3,4,3.67,28.86,15.84,1.16,0.27,0.55,0.27,0.14,0,4.073,3.0,3.0,17.0,3.0,0.0,3.95,676,-0.4,22,0,4.1,0,1
R00950,0,14,0.0,0,1,3,4,351.74,19.54,18,8.16,3,2,3,2.67,31.06,16.07,1.13,0.28,0.22,0.28,0.22,0,4.394,5.0,5.0,42.4,3.6,0.0,5.03,95,-0.33,16,0,4.7,0,0
R00951,0,8,0.0,0,2,3,5,337.3,14.67,23,31.748,4,3,2,3.0,27.09,13.07,1.08,0.3,0.17,0.22,0.04,0,4.087,2.0,2.0,89.5,3.0,0.0,5.6,133,0.5,23,0,4.4,0,2
R00952,0,3,0.0,1,2,4,4,279.0,15.5,18,23.560000000000002,5,3,1,3.0,33.94,13.7,1.07,0.22,0.44,0.17,0.11,0,4.061,5.0,5.0,34.0,3.6,0.2,4.82,250,0.0,17,0,5.0,0,1
R00953,0,19,0.0,0,2,4,7,446.46,19.41,23,43.672,2,3,4,3.0,30.04,15.07,1.17,0.26,0.17,0.17,0.26,0,4.048,2.0,2.0,28.0,2.5,0.0,4.26,318,0.0,22,0,3.5,0,0
R00954,0,1,0.0,1,3,3,3,295.06,16.39,18,38.76,5,4,2,3.67,32.72,14.59,1.08,0.22,0.17,0.44,0.22,0,3.989,3.0,3.0,25.0,3.0,0.0,4.33,694,3.0,18,0,4.5,0,2
R00955,0,50,0.0,0,0,2,4,257.7,19.82,13,0.0,1,1,1,1.0,22.62,16.3,1.15,0.31,0.46,0.46,0.38,0,4.431,6.0,6.0,73.17,3.17,0.33,5.45,252,-0.67,13,0,4.2,0,2
R00956,0,3,0.0,1,2,2,4,326.28,19.19,17,21.472,5,3,2,3.33,30.65,14.63,1.16,0.65,0.47,0.18,0.12,0,4.253,4.0,4.0,47.0,1.75,0.25,4.42,128,2.0,16,0,3.6,2,1
R00957,0,8,0.0,0,2,2,3,467.15,22.25,21,38.872,4,3,5,4.0,34.67,16.68,1.21,0.48,0.38,0.38,0.14,0,4.362,4.0,4.0,217.25,3.0,0.25,6.48,311,2.0,21,0,4.2,2,1
R00958,0,11,0.0,0,2,3,6,376.83,19.83,19,31.753,3,3,3,3.0,31.79,15.68,1.16,0.37,0.26,0.26,0.42,0,4.221,3.0,3.0,181.33,2.33,0.0,6.05,296,0.5,19,0,4.1,0,0
R00959,0,12,0.0,0,1,4,7,471.97,21.45,22,27.855,3,2,5,3.33,34.82,17.36,1.15,0.5,0.18,0.09,0.14,0,4.0,7.0,7.0,67.29,2.43,0.14,5.1,196,-0.5,22,0,5.0,0,2
R00960,0,99,0.0,0,0,0,0,253.17,23.02,11,0.0,1,1,1,1.0,28.82,16.27,1.31,0.09,0.45,0.45,0.27,0,3.891,5.0,5.0,113.0,2.6,0.4,5.69,578,0.0,11,1,4.7,0,2
R00961,0,11,0.0,0,3,3,4,409.02,21.53,19,81.84400000000001,3,4,4,3.67,27.68,17.41,1.17,0.32,0.21,0.58,0.37,0,4.147,7.0,7.0,49.71,3.29,0.0,5.1,190,3.0,18,1,5.0,0,0
R00962,0,1,0.0,1,1,4,7,360.88,18.04,20,21.55,5,2,3,3.33,33.9,15.8,1.09,0.3,0.2,0.55,0.05,0,4.13,2.0,2.0,76.5,2.0,0.0,5.04,273,-0.5,20,0,4.3,1,0
R00963,0,45,0.0,0,0,1,2,159.12,15.91,10,0.0,1,1,1,1.0,28.4,13.72,1.12,0.3,0.1,0.3,0.2,0,4.4,4.0,4.0,513.5,2.75,0.0,7.25,245,-0.5,10,0,5.0,1,2
R00965,0,44,0.0,0,0,1,3,364.18,17.34,21,0.0,1,1,3,1.67,33.24,14.15,1.1,0.62,0.38,0.19,0.1,0,4.119,6.0,6.0,76.83,3.33,0.5,5.55,669,-0.5,21,1,3.8,2,1
R00966,0,0,0.0,2,3,6,8,411.72,18.71,22,38.66,5,4,4,4.33,28.55,15.68,1.12,0.5,0.32,0.27,0.18,0,4.009,5.0,5.0,78.2,1.8,0.2,4.95,339,0.0,21,0,4.8,1,1
R00967,0,2,0.0,2,2,2,4,326.04,19.18,17,38.53,5,3,2,3.33,28.41,16.18,1.12,0.71,0.41,0.24,0.18,0,4.076,6.0,6.0,57.33,2.33,0.33,4.9,708,2.0,16,1,4.5,3,1
R00968,0,12,0.0,0,1,3,4,409.73,20.49,20,29.456,3,2,4,3.0,29.75,17.17,1.12,0.05,0.5,0.15,0.1,0,4.26,8.0,8.0,21.12,3.0,0.0,4.16,257,-0.33,20,0,3.6,0,1
R00970,0,6,0.0,1,1,3,4,561.29,25.51,22,9.72,4,2,5,3.67,33.5,17.56,1.25,0.45,0.41,0.36,0.23,0,4.259,7.0,7.0,73.43,2.71,0.0,5.3,268,-0.33,21,1,5.0,0,2
R00971,0,24,0.0,0,1,4,5,460.64,20.94,22,18.997,2,2,5,3.0,35.05,16.33,1.18,0.36,0.27,0.36,0.27,0,4.177,6.0,6.0,134.0,3.83,0.17,6.24,604,-0.5,21,0,5.0,0,2
R00972,0,11,0.0,0,1,2,3,303.04,17.83,17,12.16,3,2,2,2.33,29.12,14.46,1.16,0.24,0.29,0.24,0.12,0,4.065,2.0,2.0,90.5,3.5,0.5,5.76,559,0.0,17,1,4.8,1,2
R00973,1,32,0.0,0,0,7,9,438.52,16.24,27,0.0,1,1,4,2.0,33.15,13.86,1.11,0.19,0.22,0.22,0.19,0,4.226,7.0,7.0,101.0,2.71,0.0,5.62,302,-0.88,25,0,4.6,0,2
R00974,0,3,0.0,1,1,2,4,314.17,16.54,19,16.14,5,2,2,3.0,36.21,14.18,1.09,0.37,0.26,0.21,0.21,0,4.458,3.0,3.0,55.0,3.33,0.0,5.22,599,0.0,19,0,4.9,1,2
R00976,0,38,0.0,0,0,2,4,274.9,17.18,16,0.0,1,1,1,1.0,31.06,15.29,1.08,0.38,0.31,0.44,0.19,0,4.094,6.0,6.0,39.83,1.17,0.17,3.86,172,-0.67,16,0,5.0,0,0
R00977,0,55,0.0,0,0,1,1,402.96,19.19,21,0.0,1,1,4,2.0,28.67,15.95,1.15,0.14,0.52,0.19,0.24,0,4.286,5.0,5.0,34.8,3.8,0.2,4.89,701,-0.5,19,0,3.6,0,1
R00978,0,8,0.0,0,1,1,5,384.29,21.35,18,19.73,4,2,3,3.0,31.61,17.17,1.12,0.28,0.33,0.22,0.11,0,4.239,2.0,2.0,39.5,1.5,0.0,4.1,729,1.0,18,0,4.6,0,2
R00979,0,4,0.0,1,3,4,4,417.2,18.14,23,33.239999999999995,5,4,4,4.33,33.78,15.89,1.08,0.35,0.43,0.35,0.17,0,4.348,2.0,2.0,138.5,3.5,0.5,6.19,551,1.0,23,1,4.9,0,2
R00980,0,23,0.0,0,2,3,5,282.65,16.63,17,30.707,2,3,1,2.0,26.94,14.48,1.1,0.35,0.18,0.29,0.24,0,3.976,7.0,7.0,72.14,3.43,0.14,5.52,451,0.5,17,0,4.1,0,0
R00982,0,17,0.0,0,3,4,6,443.85,17.07,26,56.072,2,4,4,3.33,30.27,14.8,1.13,0.23,0.31,0.23,0.08,0,4.077,3.0,3.0,72.33,2.0,0.33,4.98,700,1.0,25,0,5.0,0,2
R00984,0,5,0.0,1,1,2,4,260.73,20.06,13,26.0,4,2,1,2.33,29.62,15.32,1.25,0.15,0.15,0.46,0.38,0,4.285,5.0,5.0,34.4,2.8,0.2,4.58,701,0.0,13,0,4.4,1,0
R00985,0,13,0.0,0,5,7,7,476.72,19.07,25,70.459,3,5,5,4.33,32.4,15.07,1.19,0.28,0.64,0.16,0.28,0,4.164,2.0,2.0,489.0,2.5,0.5,7.11,188,1.0,23,0,4.7,0,1
R00986,0,11,0.0,0,1,3,7,554.75,22.19,25,11.7,3,2,5,3.33,38.4,16.66,1.22,0.28,0.44,0.36,0.2,0,4.056,6.0,6.0,19.5,2.33,0.0,3.84,681,-0.33,25,0,5.0,1,1
R00987,1,7,0.0,0,4,4,4,483.46,20.14,24,67.58,4,5,5,4.67,31.79,17.01,1.13,0.29,0.5,0.33,0.12,0,4.496,4.0,4.0,593.75,2.5,0.0,7.3,441,4.0,23,0,4.3,0,1
R00988,0,57,0.0,0,0,1,5,396.02,20.84,19,0.0,1,1,3,1.67,30.21,16.75,1.18,0.37,0.37,0.37,0.26,0,4.511,4.0,4.0,76.0,4.0,0.25,5.72,536,-0.5,19,0,4.1,1,1
R00989,0,5,0.0,1,3,4,6,411.42,15.82,26,50.595,4,4,4,4.0,35.62,13.59,1.1,0.27,0.19,0.23,0.15,0,4.154,3.0,3.0,149.0,2.0,0.33,5.7,718,1.0,25,0,4.5,0,0
R00990,0,8,0.0,0,3,5,5,264.02,17.6,15,71.05,4,4,1,3.0,33.93,14.83,1.12,0.33,0.47,0.27,0.27,0,4.047,5.0,5.0,213.8,3.4,0.0,6.59,694,0.33,15,0,4.9,0,1
R00991,0,33,0.0,0,0,2,3,263.43,21.95,12,0.0,1,1,1,1.0,28.67,17.5,1.19,0.25,0.58,0.33,0.33,0,4.308,4.0,4.0,20.5,3.5,0.25,4.29,269,-0.67,12,0,4.6,1,1
R00992,0,9,0.0,0,2,3,7,447.05,19.44,23,23.67,4,3,4,3.67,33.22,15.34,1.18,0.26,0.26,0.35,0.35,0,4.352,3.0,3.0,11.67,1.0,0.0,2.54,270,0.5,21,0,4.5,1,0
R00993,0,24,0.0,0,1,2,2,313.7,19.61,16,28.698,2,2,2,2.0,25.44,16.53,1.14,0.25,0.44,0.5,0.25,0,4.331,4.0,4.0,217.0,1.75,0.0,5.94,82,0.0,16,0,4.5,0,1
R00994,0,19,0.0,0,1,4,5,348.78,17.44,20,8.87,2,2,3,2.33,34.9,15.05,1.12,0.2,0.2,0.3,0.2,0,4.035,4.0,4.0,48.0,3.5,0.0,5.13,78,-0.5,20,1,4.7,0,2
R00995,0,4,0.0,2,2,4,6,348.74,18.35,19,38.037,5,3,3,3.67,30.79,15.74,1.13,0.16,0.42,0.21,0.16,0,4.4,5.0,5.0,63.0,2.4,0.0,5.03,385,0.0,19,0,4.9,1,1
R00996,0,11,0.0,0,3,3,6,419.84,24.7,17,54.129999999999995,3,4,4,3.67,31.24,18.7,1.21,0.24,0.24,0.29,0.29,0,4.047,6.0,6.0,134.33,2.0,0.17,5.6,430,3.0,17,0,4.3,0,0
R00997,0,5,0.0,1,2,3,8,491.74,22.35,22,39.92,4,3,5,4.0,31.09,16.81,1.2,0.36,0.55,0.27,0.27,0,4.245,4.0,4.0,33.75,3.0,0.25,4.63,563,0.5,22,0,4.6,0,1
R00998,0,11,0.0,0,4,6,6,412.79,17.2,24,64.554,3,5,4,4.0,31.46,14.34,1.14,0.21,0.38,0.38,0.29,0,4.25,4.0,4.0,67.25,2.0,0.0,4.91,508,0.67,22,1,4.6,0,0
R00999,0,13,0.0,0,2,3,5,330.8,19.46,17,31.47,3,3,2,2.67,33.06,16.41,1.16,0.18,0.47,0.24,0.24,0,4.071,4.0,4.0,47.75,2.75,0.0,4.89,276,0.5,17,0,4.7,0,1
R01000,0,14,0.0,0,3,6,7,318.12,21.21,15,53.400000000000006,3,4,2,3.0,25.0,16.95,1.15,0.33,0.2,0.33,0.4,0,4.373,8.0,8.0,35.0,2.75,0.12,4.58,274,0.0,15,0,5.0,0,0
R01001,0,26,0.0,0,2,4,5,317.82,17.66,18,20.69,2,3,2,2.33,34.78,15.48,1.11,0.17,0.22,0.33,0.22,0,4.4,2.0,2.0,8.0,1.0,0.0,2.2,620,0.0,18,1,4.0,0,0
R01002,0,10,0.0,0,2,6,7,539.18,21.57,25,50.518,3,3,5,3.67,31.68,16.28,1.18,0.72,0.08,0.24,0.32,0,4.224,3.0,3.0,79.33,2.33,0.33,5.22,641,-0.4,23,1,4.4,3,0
R01003,0,3,0.0,1,2,7,9,422.27,19.19,22,27.83,5,3,4,4.0,29.95,16.37,1.12,0.59,0.41,0.09,0.14,0,4.186,5.0,5.0,284.0,2.8,0.2,6.68,625,-0.5,21,0,4.9,3,1
R01004,0,16,0.0,0,2,2,6,298.85,14.94,20,35.03,3,3,2,2.67,32.8,13.56,1.08,0.15,0.45,0.4,0.3,0,4.295,5.0,5.0,38.4,2.8,0.0,4.69,644,2.0,20,0,4.1,0,2
